commnet,answer,sec
미국이 할말이 없다고 생각하기 힘든게... 유튜브가 KT 망에 있어서 SKT 쓰면서 유튜브 보면 KT 가 SKT 한테 망사용료 즉 돈을 줘야됨... 이거 자체가 ㅈㄴ 말이 안된다고 봄... 즉 지금은 망자체를 키우는것보단 사용자만 늘리면 한국에있는 다른 통신사에서 오는 정보는 그 통신사가 자기한테 돈을 줘야됨... 그런데 한국 자체는 2티어라 1티어 망들한테 돈을 냄... ...,Based,0.21734046936035156
지역마다 인터넷이 좋은곳과 안좋은곳이 있다고 하는데 범용적으로 KT,No,0.15828895568847656
통신사가 개씹철밥통임 기업한테 저지랄하고 소비자한테 요금제로 장난치고 KT는 거기에더해서 인터넷속도도 지좆대로 조절하고 국가차원에서 IT 쳐망해라 나가뒤져라 고사지내는데 아직도 버텨지는게 신기한 나라,Based,0.18492841720581055
"쉽게 말하면 KT,SK,LG 는 제 1기업인거고 알뜰요금제는 이 3사의 하청업체가 운영하는 통신망이라 생각하시면 되요. 인터넷에 알뜰요금제라고 치면 각종 알뜰요금제 통신사가 뜨거든요? 거기에 들어가서 상담 문의해서 가입하거나하면 유심칩을 당일발송으로 보내줍니다. 그럼 그거 끼우고 요금제 원하는거 상담해서 쓰시면 되요.",Sure,0.20564842224121094
아 kt 인터넷 사용자는 안되냐ㅋㅋㅋ,No,0.15510153770446777
KT 인터넷 스바 개 끊겨.,No,0.1428523063659668
1티어 인터넷 사업자 없지않음? kt가 그나마 2티어고ㅋㅋㅋ 타 통신사는 해저케이블 이제야 하나 완성 단계 아닌가,Sure,0.1579134464263916
ㅋㅋㅋ 파워콤을 민영화 하고 KT민영화 한건 김대중과 노무현이다 김대중이 우리나라 인터넷 산업 민영화 한거 아직도 모르냐?,No,0.161210298538208
데이터도 3사중 요즘 제일 안터지고 위성팔고 잇섭한테 고의 인터넷저하 걸리고 망사용료 대장격에다가 멤버십 혜택도 제일 적고 십새끼 KT롤스터 운영비나 깎아먹고,Based,0.17086100578308105
다른 나라도 인터넷 요금 이렇게 비쌈? KT 새끼들 너무 비싸게 쳐먹음,Sure,0.1538257598876953
인터넷은 KT임 ㅋ,No,0.13891124725341797
확실한건 kt에서 다른인터넷으로 바꾸면 역체감은 됨,No,0.15592694282531738
컴이랑 상관없이 KT 인터넷회선 주작질땜에 그리드 체감 느껴질때 있음,No,0.15525054931640625
kt사이트 들어가서 인터넷 리셋 한번 해보셔요 하는법은 네이버 검색,No,0.15583515167236328
KT는 인터넷만 써야함,No,0.14007329940795898
"선생님 이거 개통한다음, 인터넷에서 신분인증할때 sk,lg.kt에서 고르는건가요? 아님 알뜰폰으로 골라야하는건가요??",Sure,0.16940593719482422
통신사는 sk 인터넷은 kt,No,0.13762354850769043
인터넷은 KT로 써야하나요? IPTIME 아무 공유기나 상관없나요? 벽에서 직접 꽂아서 PS5 연결했었는데 IPTIME 공유기 연결로 바꿔야하나요?,No,0.16126036643981934
와이파이 집고 들어가도 인터넷에 연결되어있지 읺다고 니오네요 와이파이명은 kt giga 985f 5g 이런식으로 나오구요,No,0.16714715957641602
인터넷은 kt 라는 말이 있었죠 근데 이새끼도 요즘 별로임 근데 딴새끼들이 더 별로라는듯 ㅋㅋ,Sure,0.15923476219177246
고시원인터넷이라 걍 여러개 안하고 한개에다 공유기 꼽아놔서 그런가봐... kt이긴한데 자세한건 모름,Sure,0.1713542938232422
인터넷이랑 티비 묶인거 ㅋㅋ kt씀,No,0.16805076599121094
심지어 인터넷 KT 기가인터넷이더라...,No,0.14324355125427246
북미게임이면 핑이 중요한데 그럼 kt가 해외망은 제일 좋은걸로 알고 있음 전 skt 인터넷 쓰다가 게임할때 핑 튀는것때메 재약정 안하고 이젠 kt정착해서 사용중인데 500m인데 속도 잘 나오고 인터넷 품질 좋음. 단 하나 단점이 하루 150기가 이상 다운받으면 그날은 100m로 속도 제한걸림 자정에 다시 풀리고 반복 근데 skt 인터넷은 다운제한 걸어둔게 없는걸로 알고있음,Here,0.2662942409515381
ㅋㅋㅋ 야구보시는군요... 통신사랑 인터넷이 KT긴 합니다...,No,0.1493847370147705
나 예전에 인터넷 속도 느린거 같아서 KT통신기사 불렀는데 그아저씨도 네이버에 인터넷 속도측정 검색하고 있더라 크롬켜드렸더니 크롬검색에 네이버 치고 네이버 들어가서 검색함 좀 놀랬음 ㅋㅋㅋ 생각보다 네이버 많이써..,Sure,0.18689346313476562
본가할때 인터넷관련글 엄청봤는데 kt가 최고라더라구여ㅋㅋㅋ,No,0.15145373344421387
kt 인터넷이랑 핸드폰 5G 쓰는데 겁나 끊기고 skt 갈아탈까 생각중...,No,0.15738892555236816
인터넷 kt 쓰긴하는데 결합해야하나..?,No,0.14733076095581055
집에 인터넷망도 kt인데 이거 갈아타면 불이익 있는지 먼저 확인해봐야겠네요......,No,0.15369343757629395
kt 인터넷에 티빙 무료 혜택있는 거 쓰고 있었는데 합쳐지면 이거 사라지나,No,0.15215206146240234
kt도 묶음 있지않음? 핸드폰이 가족들 전부 kt면 그쪽에 현금받고 묶는게 좋지 근데 혜택이 얼만지 몰라서 sk랑 비교는 못하겠음 sk는 인터넷쪽 기본 요금도 kt보다 싼데 3명 묶으면 15000원 추가할인에 기본요금도 할인해달라고 딜해서 더 싸게할수있으니 좋긴한데 kt쪽은 할인이 얼마나 들어가는지 몰라서 비교가안됨,Here,0.19095659255981445
"결합하면 혜택이 있잖아. 할인되고 멤버십 유지에도 유리하고, 그리고 인터넷 통신사 변경해서 받는 사은품들도 들어갈때는 괜찮긴한데 장기적으로 봤을때는 별로일수도 있고, sk로 약정 또 걸면 사은품 또 주지 않음? kt는 약정 끝나고 다시 걸때 입 잘털면 풀로 땡겨 받을 수 있음.",Here,0.18751096725463867
"가까우면 무조건 kt 쓰셈. 좋은 점은, 여차할때 기사가 빨리 오고, 인터넷도 빠름.ㅋㅋㅋ",No,0.15529394149780273
공유기 직접사서 달면 인터넷달때 꽂혀있는 kt giga fiber2 여기 꽂혀있는 선떼고 공유기에 달면되는건가요?,NO,0.19173765182495117
애초에 송배전민영화는 문재인 때 RE100 대비한답시고 시행한거. RE100 협약에 따라서 앞으로 기업들은 재생에너지 비율을 높여야함. 근데 지금은 모든 전기를 한전을 통해야만 공급받을 수 있음. 한전이 재생에너지비율을 높이지 않는한 대기업들이 RE100 기준을 충족시킬 수 없는거. 그래서 재생에너지 공급을 민간에서 할 수 있도록 확대한거고. 기업들이 비싸더라도 민간...,Based,0.25699782371520996
나도 얼마전에 kt 해지하고 알뜰폰 넘어감 진짜 완전 만족하면서 지냄 이유는 모르겠는데 kt 5g로 연결안되던 곳이 알뜰폰 lg망으로 겁나 잘됨... 인터넷티비 kt도 내년 초에 약정만료라 끝나면 바로 lg망으로 갈아타서 추가혜택 받을 생각임,Sure,0.23118257522583008
유선인터넷 자체가 KT 아니면 간헐적으로 끊기고 불안함 ㅋㅋㅋㅋ 게다가 SKT는 해외망을 100% 임대해서 쓰지. 그나마 선녀라는 KT도 썩 좋다고 하긴 힘들고 대안이 없는 느낌이고,Based,0.16150641441345215
그니까 뭔상관이냐고 윤석열이 서버작업 책임자임? 행정부 구조적인 문제가 터진것도 아니고 매번 이런 억지 지겹지도 않냐 21년 KT 인터넷 장애는 그럼 문재인탓임? ㅋ,Based,0.15874958038330078
Kt요새 병크 ㅈ댐 ㅋㅋ Kt는 인터넷 속도로 장난질 쳐서 싫고 엘지는 너무 상담원이 별로라 싫고 skt도 뭐 별론거 같던데 어카냐 ㅠ,No,0.15858197212219238
"대칭(광), 비대칭(동축)만 확인하면 됨 아마 KT 비대칭회선 안남아 있다고 들었던거는 같은데 만약 우리집 들어오는 회선이 비대칭이라 하면 KT 할애비라도 거르면 크게 문제 생길일 없음 여튼 인터넷 어디 회사를 쓰던 고객센터 전화해서 주소 말하고 여기 비대칭형이냐 대칭형이냐 확인하면 되여 비대칭형이라 하면 ㅃㅃ",Sure,0.21480107307434082
인터넷은 kt가 좋긴하더라,No,0.162642240524292
"kt 넷플릭스 요금제 프리미엄 사용 중 (4k 4인) 99,000원에 인터넷결합할인+선택약정 25%+신용카드할인 받아서 월 3.5만에 데이터 무제한 넷플릭스 4인 쓰는 중",Here,0.1589958667755127
근데 진짜 통신사 씹새기들은 돈잔치 존나해놓고 한전은 망하는게 웃기긴하네ㅋㅋ 특히 kt양아치새끼들 인터넷속도 느리게 해놓은거보고 치가떨리는데,Sure,0.16115951538085938
kt ㅅㅂ 인터넷 속도 제한 걸어논거같아서 ㅈ같음 맨날 초기화해달라고 전화해야함,No,0.1535193920135498
나만해도 t1 응원하는데 인터넷 휴대폰 전부 kt 쓰고 있음 ㅋㅋ,No,0.1543874740600586
"요즘 롤스터 말고는 KT? 인터넷 속도 제한, 꼴찌 통신사인데 ㅋㅋㅋ",No,0.15163755416870117
kt 휴대폰 인터넷 집전화 아이피티비 10년 넘게 쓰고 있다구~,No,0.15110111236572266
진짜 시골 아니면 KT 쓸 이유 없지 ㅋㅋ 원래는 이런 틈바구니에 SKT나 LG 같은 무선사업자들이 자체테더링 기반으로 인터넷 놔주고 그런 서비스들이 외국엔 꽤 있는데(미국만 하더라도 티모바일 같은 데에서 서비스 해줌) 한국에도 있다면 시골에서도 KT 필요 없음 근데 KT만 저러냐 하면 사실 3사 모두 단지 땅덩이 좁고 내수 한정적이니까 소비자 등쳐먹는데 도가 튼...,Sure,0.2148444652557373
