commnet,answer,sec
KT는 인터넷만 써야함,Yes,0.09230279922485352
선생님들 혹시.. 아이폰11을 kt 요금제로 인터넷 + tv + 헨드폰 결합해서 쓰고 있는데 위 상품 알뜰폰 sk망으로 신청해도 개통이 될까요 ? 아님 저같은 경우에는 무조건 kt 망을 선택해야 하나요 ?,Yes,0.10497045516967773
"선생님 이거 개통한다음, 인터넷에서 신분인증할때 sk,lg.kt에서 고르는건가요? 아님 알뜰폰으로 골라야하는건가요??",Yes,0.09745240211486816
통신사는 sk 인터넷은 kt,Yes,0.09250450134277344
인터넷은 KT로 써야하나요? IPTIME 아무 공유기나 상관없나요? 벽에서 직접 꽂아서 PS5 연결했었는데 IPTIME 공유기 연결로 바꿔야하나요?,Yes,0.09763717651367188
와..전 kt인데 인터넷하고 결합해서 한달에 십만원정도 나오는데.... 통신사변경이나 이런 거 해도 별로일까요?,Yes,0.09518074989318848
와이파이 집고 들어가도 인터넷에 연결되어있지 읺다고 니오네요 와이파이명은 kt giga 985f 5g 이런식으로 나오구요,Yes,0.09575438499450684
인터넷은 kt 라는 말이 있었죠 근데 이새끼도 요즘 별로임 근데 딴새끼들이 더 별로라는듯 ㅋㅋ,Yes,0.09939932823181152
고시원인터넷이라 걍 여러개 안하고 한개에다 공유기 꼽아놔서 그런가봐... kt이긴한데 자세한건 모름,Yes,0.09677457809448242
인터넷이랑 티비 묶인거 ㅋㅋ kt씀,Yes,0.09583044052124023
심지어 인터넷 KT 기가인터넷이더라...,Yes,0.09243655204772949
북미게임이면 핑이 중요한데 그럼 kt가 해외망은 제일 좋은걸로 알고 있음 전 skt 인터넷 쓰다가 게임할때 핑 튀는것때메 재약정 안하고 이젠 kt정착해서 사용중인데 500m인데 속도 잘 나오고 인터넷 품질 좋음. 단 하나 단점이 하루 150기가 이상 다운받으면 그날은 100m로 속도 제한걸림 자정에 다시 풀리고 반복 근데 skt 인터넷은 다운제한 걸어둔게 없는걸로 알고있음,Yes,0.13531708717346191
사람 바이 사람인거 같음 kt 500m iptv 3년 약정인데 계약할때 인터넷만 할 수 있었음에도 난 주말에는 꼭 티비한번을 틀기에 무조건 iptv는 필수였음. 하지만 평일에는 일하고오면 볼 시간이 없어서 tv 전혀안킴. 크롬캐스트3 있어서 넷플 쿠플 티빙 아프리카등 다 연결해서 볼 수 있긴한데 요즘 통신사 iptv 셋업은 자체 기능으로 ott 보는게 가능한것도 이점이 있음.,Yes,0.13958382606506348
"가족이 많으면 iptv 도 볼만한데, 혼자 살거나 그러면, 굳이 찾아보는 사람 아니면 쓸모 없다는 경우가 있는 듯... 인터넷은 진짜 싼게 비지떡임. 저렴하다고 케이블 인터넷 잠깐 써봤다가, 학을 떼고 다시 kt 사용...",Yes,0.11760735511779785
정보가 부족해서 인터넷이 문제인지 랜카드가 문제인지 OS가 문제인지 어느단에 문제가 있는지 정확히 알 수가 없으니 그냥 KT에 전화해서 속도가 안나와요 하면 출장올겁니다 회선의 문제가 아니라면 출장비 달라고 할 수도 있구용,Yes,0.106719970703125
갑자기 통신3사가 개처럼 두둘겨 맞으면 또 모르지 요즘 공중파 뉴스에 kt 인터넷 장애 연일 패던데,Yes,0.12547087669372559
ㅋㅋㅋ 야구보시는군요... 통신사랑 인터넷이 KT긴 합니다...,Yes,0.09737968444824219
나 예전에 인터넷 속도 느린거 같아서 KT통신기사 불렀는데 그아저씨도 네이버에 인터넷 속도측정 검색하고 있더라 크롬켜드렸더니 크롬검색에 네이버 치고 네이버 들어가서 검색함 좀 놀랬음 ㅋㅋㅋ 생각보다 네이버 많이써..,Yes,0.13768458366394043
인터넷은 kt 스마트폰은 skt 가전제품은 lg얘기가,Yes,0.10965538024902344
인터넷 kt 쓰긴하는데 결합해야하나..?,Yes,0.10010409355163574
집에 인터넷망도 kt인데 이거 갈아타면 불이익 있는지 먼저 확인해봐야겠네요......,Yes,0.10825371742248535
kt 인터넷에 티빙 무료 혜택있는 거 쓰고 있었는데 합쳐지면 이거 사라지나,Yes,0.09986186027526855
"결합하면 혜택이 있잖아. 할인되고 멤버십 유지에도 유리하고, 그리고 인터넷 통신사 변경해서 받는 사은품들도 들어갈때는 괜찮긴한데 장기적으로 봤을때는 별로일수도 있고, sk로 약정 또 걸면 사은품 또 주지 않음? kt는 약정 끝나고 다시 걸때 입 잘털면 풀로 땡겨 받을 수 있음.",Yes,0.13264060020446777
알뜰폰 요금제가 나올 수 있는게 서비스사업자 민영화화되고 경쟁하게 만든 덕분인데..? 민영화안되고 한전처럼 운영한다면 알뜰폰 사업자도 없고 전국민이 다 KT쓰고 있있을거. 한국통신공사 시절 공급독점할 땐 인터넷 종량제였어서 PC통신 쓰다 요금폭탄 맞았었음. 하나로통신 덕분에 인터넷품질도 올라가고 정액제 쓰고있는거지. 통신사업자들 경쟁 없이 KT 공기업 단일운영체...,Yes,0.14711737632751465
"가까우면 무조건 kt 쓰셈. 좋은 점은, 여차할때 기사가 빨리 오고, 인터넷도 빠름.ㅋㅋㅋ",Yes,0.10981535911560059
보통 큰건물에는 mdf실이라고 회선관리하는 곳이 있는데 이곳을 거쳐서 각 건물 인터넷이 연결됨. kt도 그렇고 LG도 같은 증상이면 건물 내부 회선 또는 MDF실 내에 기기 문제인듯함. 저거는 정말 전문업체에서 점검해야 답이 나옴. 인터넷기사는 절대 못잡음.,Yes,0.1246645450592041
공유기 직접사서 달면 인터넷달때 꽂혀있는 kt giga fiber2 여기 꽂혀있는 선떼고 공유기에 달면되는건가요?,Yes,0.09967589378356934
애초에 송배전민영화는 문재인 때 RE100 대비한답시고 시행한거. RE100 협약에 따라서 앞으로 기업들은 재생에너지 비율을 높여야함. 근데 지금은 모든 전기를 한전을 통해야만 공급받을 수 있음. 한전이 재생에너지비율을 높이지 않는한 대기업들이 RE100 기준을 충족시킬 수 없는거. 그래서 재생에너지 공급을 민간에서 할 수 있도록 확대한거고. 기업들이 비싸더라도 민간...,Yes,0.1601853370666504
나도 얼마전에 kt 해지하고 알뜰폰 넘어감 진짜 완전 만족하면서 지냄 이유는 모르겠는데 kt 5g로 연결안되던 곳이 알뜰폰 lg망으로 겁나 잘됨... 인터넷티비 kt도 내년 초에 약정만료라 끝나면 바로 lg망으로 갈아타서 추가혜택 받을 생각임,Yes,0.12669944763183594
유선인터넷 자체가 KT 아니면 간헐적으로 끊기고 불안함 ㅋㅋㅋㅋ 게다가 SKT는 해외망을 100% 임대해서 쓰지. 그나마 선녀라는 KT도 썩 좋다고 하긴 힘들고 대안이 없는 느낌이고,Yes,0.11741518974304199
그니까 뭔상관이냐고 윤석열이 서버작업 책임자임? 행정부 구조적인 문제가 터진것도 아니고 매번 이런 억지 지겹지도 않냐 21년 KT 인터넷 장애는 그럼 문재인탓임? ㅋ,Yes,0.11489510536193848
Kt요새 병크 ㅈ댐 ㅋㅋ Kt는 인터넷 속도로 장난질 쳐서 싫고 엘지는 너무 상담원이 별로라 싫고 skt도 뭐 별론거 같던데 어카냐 ㅠ,Yes,0.1110529899597168
대부분 모르는데 PX인터넷은 인트라넷이 아니고 KT회선이라 진짜 인터넷임. 이유는 나도 잘 모르는데 아마 발주 넣는게 업체들이랑 연결되어야 해서 그런것같음. 그래서 뭐 감찰나와도 거들떠도 안봄 ㅋㅋ,Yes,0.12870168685913086
"대칭(광), 비대칭(동축)만 확인하면 됨 아마 KT 비대칭회선 안남아 있다고 들었던거는 같은데 만약 우리집 들어오는 회선이 비대칭이라 하면 KT 할애비라도 거르면 크게 문제 생길일 없음 여튼 인터넷 어디 회사를 쓰던 고객센터 전화해서 주소 말하고 여기 비대칭형이냐 대칭형이냐 확인하면 되여 비대칭형이라 하면 ㅃㅃ",Yes,0.13254022598266602
인터넷은 kt가 좋긴하더라,Yes,0.11167669296264648
근데 수원 2개 경기장에 인터넷 ㄱㅊ함? 숭의에서 kt쓰면 인터넷 작살나던데 조오오나게 느려서,Yes,0.10371160507202148
"kt 넷플릭스 요금제 프리미엄 사용 중 (4k 4인) 99,000원에 인터넷결합할인+선택약정 25%+신용카드할인 받아서 월 3.5만에 데이터 무제한 넷플릭스 4인 쓰는 중",Yes,0.10855436325073242
근데 진짜 통신사 씹새기들은 돈잔치 존나해놓고 한전은 망하는게 웃기긴하네ㅋㅋ 특히 kt양아치새끼들 인터넷속도 느리게 해놓은거보고 치가떨리는데,Yes,0.10730218887329102
제 본가가 kt 인터넷이고 Mesh 무선 쓰고 있고 자취방이 lg u+ 유선 이거든요? 근데 본가에서만 말씀하신 그 상황 일어나더라구요 짜증,Yes,0.10513925552368164
kt ㅅㅂ 인터넷 속도 제한 걸어논거같아서 ㅈ같음 맨날 초기화해달라고 전화해야함,Yes,0.09845542907714844
나만해도 t1 응원하는데 인터넷 휴대폰 전부 kt 쓰고 있음 ㅋㅋ,Yes,0.0998528003692627
"요즘 롤스터 말고는 KT? 인터넷 속도 제한, 꼴찌 통신사인데 ㅋㅋㅋ",Yes,0.09888815879821777
kt 휴대폰 인터넷 집전화 아이피티비 10년 넘게 쓰고 있다구~,Yes,0.09968900680541992
진짜 시골 아니면 KT 쓸 이유 없지 ㅋㅋ 원래는 이런 틈바구니에 SKT나 LG 같은 무선사업자들이 자체테더링 기반으로 인터넷 놔주고 그런 서비스들이 외국엔 꽤 있는데(미국만 하더라도 티모바일 같은 데에서 서비스 해줌) 한국에도 있다면 시골에서도 KT 필요 없음 근데 KT만 저러냐 하면 사실 3사 모두 단지 땅덩이 좁고 내수 한정적이니까 소비자 등쳐먹는데 도가 튼...,Yes,0.14114737510681152
덜 병신인데 저 사건으로 정 뗌 통신사 바꾼다고 하니까 고객님 왜 그러냐고 묻고 저런 사건 있다고 하니까 알았다고 하더니 30분 있다가 전화와서 미납 인터넷 요금있다고 내라고 한 새끼들임 ㅋㅋㅋㅋㅋㅋㅋ 여태까지 조용히 있다가 가족들 kt고 나만 이동한다고 했는데 거기서 정 더 떨어짐,Yes,0.12100362777709961
