commnet
"('나도 얼마전에 kt 해지하고 알뜰폰 넘어감 진짜 완전 만족하면서 지냄 이유는 모르겠는데 kt 5g로 연결안되던 곳이 알뜰폰 lg망으로 겁나 잘됨... 인터넷티비 kt도 내년 초에 약정만료라 끝나면 바로 lg망으로 갈아타서 추가혜택 받을 생각임', 0.3137049674987793, 'Yes')"
"('그니까 뭔상관이냐고 윤석열이 서버작업 책임자임? 행정부 구조적인 문제가 터진것도 아니고 매번 이런 억지 지겹지도 않냐 21년 KT 인터넷 장애는 그럼 문재인탓임? ㅋ', 0.28513383865356445, 'Yes')"
"('Kt요새 병크 ㅈ댐 ㅋㅋ Kt는 인터넷 속도로 장난질 쳐서 싫고 엘지는 너무 상담원이 별로라 싫고 skt도 뭐 별론거 같던데 어카냐 ㅠ', 0.28829383850097656, 'Yes')"
"('대부분 모르는데 PX인터넷은 인트라넷이 아니고 KT회선이라 진짜 인터넷임. 이유는 나도 잘 모르는데 아마 발주 넣는게 업체들이랑 연결되어야 해서 그런것같음. 그래서 뭐 감찰나와도 거들떠도 안봄 ㅋㅋ', 0.28757166862487793, 'Yes')"
"('대칭(광), 비대칭(동축)만 확인하면 됨 아마 KT 비대칭회선 안남아 있다고 들었던거는 같은데 만약 우리집 들어오는 회선이 비대칭이라 하면 KT 할애비라도 거르면 크게 문제 생길일 없음 여튼 인터넷 어디 회사를 쓰던 고객센터 전화해서 주소 말하고 여기 비대칭형이냐 대칭형이냐 확인하면 되여 비대칭형이라 하면 ㅃㅃ', 0.3165771961212158, 'Yes')"
"('인터넷은 kt가 좋긴하더라', 0.24245309829711914, 'Yes')"
"('근데 수원 2개 경기장에 인터넷 ㄱㅊ함? 숭의에서 kt쓰면 인터넷 작살나던데 조오오나게 느려서', 0.28376054763793945, 'Yes')"
"('kt 넷플릭스 요금제 프리미엄 사용 중 (4k 4인) 99,000원에 인터넷결합할인+선택약정 25%+신용카드할인 받아서 월 3.5만에 데이터 무제한 넷플릭스 4인 쓰는 중', 0.28467416763305664, 'Yes')"
"('근데 진짜 통신사 씹새기들은 돈잔치 존나해놓고 한전은 망하는게 웃기긴하네ㅋㅋ 특히 kt양아치새끼들 인터넷속도 느리게 해놓은거보고 치가떨리는데', 0.32624292373657227, 'Yes')"
"('제 본가가 kt 인터넷이고 Mesh 무선 쓰고 있고 자취방이 lg u+ 유선 이거든요? 근데 본가에서만 말씀하신 그 상황 일어나더라구요 짜증', 0.28135132789611816, 'Yes')"
"('kt ㅅㅂ 인터넷 속도 제한 걸어논거같아서 ㅈ같음 맨날 초기화해달라고 전화해야함', 0.2758657932281494, 'Yes')"
"('나만해도 t1 응원하는데 인터넷 휴대폰 전부 kt 쓰고 있음 ㅋㅋ', 0.297849178314209, 'Yes')"
"('요즘 롤스터 말고는 KT? 인터넷 속도 제한, 꼴찌 통신사인데 ㅋㅋㅋ', 0.24961447715759277, 'Yes')"
"('kt 휴대폰 인터넷 집전화 아이피티비 10년 넘게 쓰고 있다구~', 0.2568178176879883, 'Yes')"
"('진짜 시골 아니면 KT 쓸 이유 없지 ㅋㅋ 원래는 이런 틈바구니에 SKT나 LG 같은 무선사업자들이 자체테더링 기반으로 인터넷 놔주고 그런 서비스들이 외국엔 꽤 있는데(미국만 하더라도 티모바일 같은 데에서 서비스 해줌) 한국에도 있다면 시골에서도 KT 필요 없음 근데 KT만 저러냐 하면 사실 3사 모두 단지 땅덩이 좁고 내수 한정적이니까 소비자 등쳐먹는데 도가 튼...', 0.31930041313171387, 'Yes')"
"('덜 병신인데 저 사건으로 정 뗌 통신사 바꾼다고 하니까 고객님 왜 그러냐고 묻고 저런 사건 있다고 하니까 알았다고 하더니 30분 있다가 전화와서 미납 인터넷 요금있다고 내라고 한 새끼들임 ㅋㅋㅋㅋㅋㅋㅋ 여태까지 조용히 있다가 가족들 kt고 나만 이동한다고 했는데 거기서 정 더 떨어짐', 0.308546781539917, 'Yes')"
"('인터넷은 kt다 라는 인식이 박혀있었는데 하도 시발 인터넷이 주기적으로 끊기고 지랄해서 SK로 바꿨는데 훨씬 나음 ㄹㅇ', 0.27677488327026367, 'Yes')"
"('KT가 인터넷 속도 젤 빠른줄 알았는데 아닌가봄?', 0.2471930980682373, 'Yes')"
"('인터넷 속도 KT가 젤 빠른거 아녔음?', 0.24217557907104492, 'Yes')"
"('kt쓰다가 skt로 인티폰 다 옮겼는데 인터넷 끊김문제 메인보드(z690 토마호크-인터넷 끊김문제 있는 메인보드)인 줄 알았는데 슼으로 옮기니까 안 끊기더라 ㅋㅋㅋㅋ', 0.2807755470275879, 'Yes')"
"('공감되는 글이네 ㅋㅋ 지금 전에 KT 쓰다 SK로 번이했는데 인터넷 품질 차이가 넘사임', 0.25080370903015137, 'Yes')"
"('구단 주주들이나 임원들이나 다 하는 생각이 비슷할거임. 뭐 기업 노출도를 높여야 하는 다른 기업들이랑은 분명히 다르다. 삼성도 엘지도 노출도를 높이려고 광고에 큰 돈을 투자하지만 경쟁이란게 아예 전무한 통신업계에다가 노출도 높인다고 더 많이 인터넷 뚫거나 핸드폰 개통하는게 아니고 국민 누구나 1/3 확률로 KT 핸드폰 뚫을건 다 아는 상식. 즉 매출에 전혀 도...', 0.3230249881744385, 'Yes')"
"('다른거 다 슼쓰더라도 2만원정도 내고 인터넷만 kt쓰는게 맞긴함', 0.2504410743713379, 'Yes')"
"('비디디가 KT 인터넷 쓰다가 안터져서 문의 남긴거에 앙심 품었다는게 학계 점심', 0.26104068756103516, 'Yes')"
"('kt쓰는 방송인들도 인터넷 이상하니까 2개씩 쓰더라 요즘 ㅋㅋ', 0.30032849311828613, 'Yes')"
"('내 폰도 kt 거주하는 건물 인터넷도 kt 다 세상이라 무조건돈은있을줄.. 근데 인터넷요즘많이끊기긴하더라', 0.28247880935668945, 'Yes')"
"('그거 사물인터넷 가입때문에 숫자 따인거라던데 내가 kt쓰면서 만족하는 부분은 lte 요금제 쓸 때 태블릿 데이터쉐어링 공짜라는 거 정도임....', 0.31117987632751465, 'Yes')"
"('인터넷 kt에서 skt로 바꿔야지 걍', 0.2443699836730957, 'Yes')"
"('이게 스포츠 측면에서 봤을땐 맞긴함 궁극적으로 팀을 응원해야지 선수가 아니라 지금 방송하는 인터넷방송인들 중에 젠지,딮기 kt 팬인 사람들 갈아타는사람 존나 많을걸 그런사람들 보면 DRX공중분해 보면 선수따라가는게 이해가 되면서도 뭔가 좀 이상하더라', 0.3096303939819336, 'Yes')"
"('KT인터넷 자주 터지는거 같더만 서버 장비도 팔아치움?', 0.24669146537780762, 'Yes')"
"('나는 아프리카보면서 뭐다운받거나 못하겠음 저거때문인지 모르겠는데 인터넷 개느려짐 kt 500 쓰고있음 좀만보면 속도제한걸림', 0.2804698944091797, 'Yes')"
"('ㅌㅅ KT인터넷 KT 휴대폰 쓰고있습니다', 0.24209213256835938, 'Yes')"
"('인터넷100메가,핸드폰1 이렇게쓰는대 어찌하냐? .kt요금제6만원대쓰면서 인터넷 꽁으로는중인대 다른대가야됨?', 0.2753133773803711, 'Yes')"
"('kt 인터넷 시발 요즘 넘 자주 끊기는데', 0.24421262741088867, 'Yes')"
"('인터넷은 kt 좋은거 맞는데 휴대폰은 걍 sk가 훨 좋아보임 요새 kt 쓰는 애들 안터진다고 졸라 뭐라하던데 사람몰리는데가면', 0.2794058322906494, 'Yes')"
"('T1사옥도 인터넷 KT쓴대ㅋㅋㅋㅋㅋ', 0.24338102340698242, 'Yes')"
"('하지만 인터넷은 KT죠? 이또한 대황킅의 위엄이겠죠', 0.24282574653625488, 'Yes')"
"('체감 안좋으시면 인터넷 속도 측정 한번 해보세요.. 저는 엔비디아 옵션 건드리는거보다 인터넷 속도가 체감에 영향 제일 많이 끼치는듯 https://speed.nia.or.kr/index.asp 저도 저번주에 체감 너무 구려서 인터넷 속도 측정해보니까 동네 KT 터진거였음 ㅡㅡ', 0.3062272071838379, 'Yes')"
"('뭐 티원 사옥 인터넷도 KT라고 카니...', 0.24355530738830566, 'Yes')"
"('미안 그래도 인터넷은 kt쓸게..', 0.24020862579345703, 'Yes')"
"('지금 인터넷 속도 500 짜리랑 가족 3인 kt 쓰고 있습니다 어느정도 받아야 하는지 감이 안오네요', 0.27979397773742676, 'Yes')"
"('그럼 님 인터넷 통신사 문제 참고로 난 kt500메가임', 0.3000190258026123, 'Yes')"
"('인터넷 어디임? 난 KT인데 잘 되는데', 0.25133824348449707, 'Yes')"
"('정말 마지막으로 베가 지금 kt인터넷을 써서 와이파이는 안되는 공유기? 같은거를 쓰는데 거기에 인터넷 선이 연결돼있고 거기에서 컴퓨터 본체로 선이 연결돼있는데 저걸 사면 kt공유기는 안써도되는건가요? 아니면 같이 연결해야하나요? 아니면 kt인터넷을 끊고 저걸로 해야 하는건가요? 제가 유튜브도 찾아보고 했는데 모르겠어서... 죄송합니다 ㅠㅠ', 0.31640625, 'Yes')"
"('요즘 kt 인터넷 메롱이라고 포텐에서 댓글에서 본거같은디', 0.243147611618042, 'Yes')"
"('인터넷은 kt지 ㅋㅋ', 0.24457955360412598, 'Yes')"
"('kt 인터넷도 병신인데 뭔 광고를 하겠다고 애들 감기걸리게 저따구로 입혀놨냐', 0.24731230735778809, 'Yes')"
"('집에 kT 센텁박스로 인터넷 티비 보시면 있습니다. 안타깝게도 넷플 디즈니 티빙은 없네요.', 0.27654170989990234, 'Yes')"
"('핸드폰이 kt여야하죠? 전 핸드폰skt 집인터넷kt라서요ㅜ', 0.26064205169677734, 'Yes')"
"('쩝 전 다른건 몰라도 유선 인터넷은 KT를 써야되서 ㅜㅜ 사실 따지고보면 모바일은 SKT가 좋긴한데 게임을 많이 하다보니 유선 인터넷 KT를 포기를 못하네여..', 0.27950310707092285, 'Yes')"
"('저랑 비슷하네요 저희집도 가족4명 kt쓰고 인터넷tv도 kt인데 이번에 이사하면서 전부다 skt이동하려고 알아보고 있습니다. 일단 필수상식이 재계약은 호구입니다. 신규가입때 땡기는게 가장 좋아요 3년뒤 재계약 혜택? 그냥 멍멍개소리임 무시 ㄱㄱ', 0.28742241859436035, 'Yes')"
"('컴캐스트 = kt 인터넷 + wavve + @ 느낌', 0.24030780792236328, 'Yes')"
"('부산사는 유저고 kt 1기가 인터넷 컴 사양 최고치 모든 조건을 최적화해놓고 겜하는데 핑 6-8에서 고정입니다. 반면 피파 bj들은 거의2만 뜨던데요. 글고 인겜에서 어쩌다가 아다리좋게 2~4 나올때 있는뎅 움직임이 아예 달라요', 0.2891426086425781, 'Yes')"
"('ㅇㅇ나도 저번달에 알게됨 인터넷 kt라서 맴버쉽써야댕 남아돈다', 0.24691271781921387, 'Yes')"
"('kt인터넷이 유독 속도가지고 장난질 많이 친다던데 전화 ㄱㄱ', 0.24418282508850098, 'Yes')"
"('원인이 여러가지이긴한데 디도스공격이나 kt문제 건물에 인터넷 선문제등이 여러가지라서 다확인해야함 만일 디도스면 트래픽이 확늘어나는지 확인할 필요가있고 그게아니러면 kt자체문제이거나 건물 인터넷선문제같음 내일도 최예종 중간점검 방송할텐데 과연 해결이 될련지', 0.3057284355163574, 'Yes')"
"('구글에 뽐뿌 kt 해지방어 검색해보세요 kt는 인터넷으로 유명해서인지 잘안해주더라구요 skt나 lg에 70만원 받고 이적하세요', 0.27913784980773926, 'Yes')"
"('KT는 지원금이 좀 짠듯 싶어서요 그리고 사실 인터넷은 와이파이만 쓰지 실제로 pc도 없음', 0.24798345565795898, 'Yes')"
"('인터넷은 KT', 0.2591087818145752, 'Yes')"
"('400Mbps 속도가 나온다는 건 500Mbps 인터넷을 사용중이신 것 같은데.... 지금 상황에서도 불편함을 느끼신다면 1Gbps로 가시는게 맞죵 근데 그 전에 평상시에 인터넷이 불안정하거나 KT 수작질마냥 인터넷 속도 반타작 난 상황에서 불편함을 느낀 건 아닌지도 확인이 필요하긴 할 듯', 0.3298780918121338, 'Yes')"
"('kt 이새끼들 인터넷 한번씩 이상하던데 콘텐츠페이로 보답해라', 0.24393701553344727, 'Yes')"
"('인터넷도 바꿔야함 Kt아닌걸로앎', 0.24579501152038574, 'Yes')"
"('역시 유선 인터넷은 Kt', 0.24166131019592285, 'Yes')"
"('인터넷문제는 아닌거같기도하고... 저도 KT쓰는데 잘댐', 0.23624563217163086, 'Yes')"
"('나도 KT인데 잘되는데,, 인터넷문제도 아닌가', 0.23807334899902344, 'Yes')"
"('진짜 kt인터넷은 개병신이네 ㅈ같다', 0.23496294021606445, 'Yes')"
"('kt가 아무리 저지랄해도 유선만은 kt가 제일 나은듯합니다 ㅋㅋ sk브로드밴드 요즘 tv에러도 자주일어나고 인터넷도 유튜브 버퍼링에 게임 서든어택도 끊김심함 ㅋㅋㅋ', 0.27287888526916504, 'Yes')"
"('예전에 인터넷은 kt라 그래서 옮길라다가 sk 가족 묶여있길래 안 옮겼었는데', 0.2418508529663086, 'Yes')"
